fromAccountNumber,toAccountNumber,transferAmount
1000163,2039171,5354
1000066,1000028,5567
1000103,2039173,3776
1000169,1000093,6520
1000208,1000127,2303
1000105,1000182,9522
1000223,1000080,1167
1000141,1000121,1936
1000239,2039179,4903
1000149,2039180,8669
1000189,2039181,7374
1000014,1000084,4734
1000246,2039183,4017
1000244,2039184,9525
1000093,1000209,9590
1000225,1000145,5398
1000001,1000028,8002
1000216,1000227,4189
1000130,1000125,4511
1000236,1000196,2060
1000067,1000186,5799
1000056,2039192,5694
1000013,1000157,2388
1000212,2039194,6364
1000233,2039195,5506
1000096,1000162,7452
1000134,1000113,2747
1000191,2039198,7354
1000146,1000003,5263
1000134,1000135,2851
1000157,2039201,6229
1000035,1000249,6311
1000205,2039203,5759
1000106,2039204,4880
1000143,1000121,197
1000026,2039206,1123
1000074,1000163,3458
1000089,1000016,1542
1000224,2039209,2637
1000081,2039210,3297
1000154,2039211,126
1000025,1000190,2892
1000220,1000176,8547
1000072,1000024,8307
1000030,2039215,5476
1000227,1000215,7354
1000037,1000036,7878
1000091,1000027,2881
1000106,2039219,1552
1000030,1000112,8957
1000103,2039221,2957
1000065,2039222,3754
1000163,1000215,5430
1000048,1000040,2305
1000211,1000043,6284
1000209,1000182,5795
1000176,1000137,3987
1000246,1000235,5753
1000058,2039229,1069
1000062,2039230,2738
1000168,2039231,1667
1000092,2039232,4397
1000056,1000034,4856
1000239,2039234,4866
1000250,1000209,3587
1000168,2039236,3460
1000215,2039237,182
1000184,2039238,1731
1000195,2039239,4041
1000242,2039240,4703
1000035,1000009,7557
1000089,1000068,2294
1000088,1000203,3872
1000125,1000231,3665
1000114,1000005,5318
1000084,2039246,8937
1000074,1000092,2378
1000044,2039248,4081
1000087,1000195,9278
1000131,2039250,6820
1000065,2039251,9349
1000113,1000014,6696
1000178,1000168,8219
1000034,2039254,3477
1000056,1000112,614
1000162,2039256,1495
1000004,2039257,8068
1000041,2039258,8084
1000070,1000186,5969
1000030,2039260,1257
1000233,2039261,6454
1000108,1000187,9652
1000041,1000112,8981
1000011,2039264,1631
1000221,2039265,4851
1000132,1000088,5450
1000242,1000104,6588
1000206,1000041,7721
1000115,2039269,1815
1000226,1000225,6896
1000185,1000070,8715
1000173,1000134,3445
1000021,1000214,5698
1000115,2039274,6571
1000111,2039275,9664
1000124,2039276,2958
1000034,2039277,114
1000249,2039278,1117
1000232,2039279,6696
1000060,2039280,4653
1000090,2039281,9310
1000127,2039282,2356
1000225,2039283,9068
1000189,2039284,2213
1000147,1000196,8310
1000129,2039286,4983
1000001,2039287,4100
1000028,1000065,1994
1000150,2039289,2815
1000198,2039290,4683
1000175,2039291,2923
1000185,2039292,8454
1000007,1000199,3849
1000059,1000135,2149
1000248,1000014,8629
1000217,1000164,2584
1000009,1000125,9636
1000226,1000105,1023
1000216,2039299,439
1000247,1000243,4836
1000042,1000045,5189
1000147,1000229,7923
1000131,2039303,5643
1000066,2039304,8405
1000189,2039305,7175
1000233,1000142,1260
1000054,2039307,9387
1000016,2039308,6003
1000230,2039309,8194
1000216,2039310,2451
1000153,2039311,4810
1000017,2039312,8696
1000225,2039313,4501
1000054,1000200,6196
1000038,2039315,952
1000175,1000006,8380
1000059,2039317,9204
1000181,2039318,4698
1000070,1000028,9042
1000232,1000229,7887
1000155,1000226,9263
1000034,1000140,9929
1000137,2039323,9306
1000189,2039324,920
1000192,2039325,7751
1000090,1000058,2498
1000117,2039327,643
1000029,2039328,5920
1000180,2039329,2725
1000136,2039330,6520
1000025,1000168,7046
1000153,2039332,6763
1000126,2039333,7738
1000218,2039334,7398
1000191,2039335,2032
1000226,2039336,760
1000179,2039337,1423
1000075,2039338,6525
1000242,1000083,6843
1000138,2039340,7817
1000241,2039341,1448
1000042,2039342,7545
1000022,1000083,8036
1000034,2039344,7879
1000114,1000012,4313
1000072,2039346,5243
1000052,1000214,1431
1000061,1000065,3147
1000003,1000008,2127
1000206,2039350,6613
1000144,1000032,185
1000134,1000026,3896
1000064,1000124,1640
1000116,1000058,2375
1000151,2039355,2165
1000116,1000089,6594
1000013,2039357,9569
1000224,1000234,4886
1000077,2039359,2507
1000220,2039360,5265
1000102,2039361,7980
1000071,1000006,6417
1000168,2039363,9420
1000045,1000165,2053
1000244,2039365,3533
1000083,2039366,6709
1000087,1000158,4635
1000147,1000148,8537
1000239,1000070,2298
1000107,2039370,9694
1000049,2039371,7450
1000206,1000114,8032
1000108,1000023,2098
1000193,2039374,6130
1000142,1000136,7074
1000217,2039376,7408
1000184,2039377,4878
1000141,2039378,8184
1000110,1000132,4690
1000097,1000006,2006
1000229,1000116,5261
1000182,2039382,8902
1000129,2039383,8663
1000197,2039384,8460
1000221,2039385,7377
1000217,2039386,2507
1000186,2039387,993
1000243,1000216,2660
1000130,2039389,4978
1000036,2039390,4838
1000123,1000245,1641
1000188,2039392,9745
1000142,1000095,6228
1000098,1000085,5089
1000197,2039395,3035
1000200,2039396,8876
1000198,1000216,413
1000146,1000121,8566
1000134,2039399,5296
1000111,2039400,874
1000191,1000049,3468
1000249,1000136,4668
1000107,1000086,7190
1000202,2039404,2264
1000147,1000040,2559
1000197,2039406,6757
1000166,2039407,9443
1000125,1000140,4143
1000157,1000147,2084
1000094,1000153,5681
1000173,1000231,5477
1000103,2039412,8974
1000024,2039413,1631
1000148,1000112,2166
1000013,2039415,7178
1000129,1000167,1321
1000202,1000146,6265
1000168,2039418,7460
1000061,2039419,5799
1000002,2039420,4431
1000181,2039421,6293
1000042,1000028,2635
1000227,2039423,2262
1000012,2039424,2343
1000065,1000034,3237
1000080,1000164,7045
1000023,1000229,772
1000041,2039428,5594
1000172,1000060,9116
1000237,1000017,2631
1000011,1000221,8260
1000188,1000005,1985
1000067,1000167,1326
1000085,2039434,3492
1000066,2039435,5795
1000041,2039436,2460
1000091,1000142,8057
1000145,1000014,4215
1000082,2039439,9619
1000033,2039440,1036
1000056,2039441,1613
1000210,2039442,6722
1000139,2039443,4949
1000235,1000241,5935
1000068,2039445,3925
1000053,2039446,6292
1000211,1000232,1137
1000013,1000235,1248
1000198,1000203,1883
1000006,2039450,4869
1000094,1000113,7406
1000042,2039452,7252
1000218,1000109,5167
1000069,2039454,6002
1000097,2039455,7538
1000040,2039456,7981
1000248,2039457,2189
1000176,1000058,595
1000062,2039459,8568
1000170,1000029,2764
1000177,1000202,2228
1000012,1000003,7002
1000110,2039463,3528
1000005,2039464,6456
1000225,1000211,5731
1000027,2039466,5178
1000026,1000138,3165
1000241,1000025,3522
1000062,1000148,2386
1000067,1000129,4940
1000102,2039471,4962
1000181,1000006,9552
1000043,2039473,162
1000114,2039474,4787
1000243,1000192,290
1000008,1000003,9536
1000127,1000250,4487
1000089,1000115,8469
1000122,2039479,7518
1000062,2039480,5503
1000037,2039481,9129
1000037,2039482,6672
1000012,1000230,509
1000221,2039484,5235
1000109,2039485,1248
1000246,2039486,1086
1000125,2039487,5330
1000217,2039488,3578
1000113,1000161,9992
1000248,2039490,2287
1000013,1000156,9314
1000249,2039492,3260
1000226,2039493,3152
1000170,2039494,4429
1000057,1000187,3013
1000188,2039496,6624
1000199,1000023,4890
1000222,1000242,7101
1000197,2039499,7565
1000039,2039500,6224
1000237,2039501,8456
1000243,1000170,2800
1000083,1000161,5048
1000189,1000062,7634
1000069,1000049,6106
1000194,1000177,5612
1000141,2039507,9022
1000146,1000239,8692
1000063,1000206,3790
1000037,1000136,4925
1000030,1000018,5564
1000152,2039512,3415
1000225,1000206,4302
1000185,2039514,5504
1000204,1000189,1905
1000120,1000083,8296
1000027,1000101,6042
1000244,2039518,7977
1000081,2039519,4396
1000069,2039520,2406
1000020,1000198,5139
1000109,2039522,7815
1000146,1000005,1681
1000207,1000183,156
1000203,2039525,891
1000177,2039526,6177
1000198,1000120,6783
1000187,2039528,2744
1000058,1000102,4126
1000057,1000101,3849
1000075,2039531,7609
1000038,1000051,4807
1000010,2039533,1128
1000133,2039534,9523
1000198,2039535,9650
1000118,2039536,643
1000074,1000197,7428
1000104,2039538,9700
1000154,1000007,6173
1000011,2039540,8271
1000077,1000249,6792
1000229,1000070,3092
1000145,1000184,9360
1000024,2039544,733
1000235,2039545,645
1000185,1000165,7378
1000161,2039547,3198
1000189,2039548,647
1000030,2039549,8317
1000202,2039550,3948
1000181,2039551,1958
1000026,2039552,5773
1000120,2039553,7142
1000041,1000126,3747
1000029,2039555,2926
1000078,1000007,4146
1000009,1000201,2701
1000016,2039558,9744
1000036,1000095,3862
1000156,2039560,3998
1000156,1000037,6375
1000032,2039562,2364
1000220,2039563,750
1000248,1000191,9054
1000141,2039565,4349
1000128,1000075,1046
1000236,1000098,9879
1000117,1000001,5164
1000192,1000009,2879
1000100,2039570,3945
1000221,1000189,8626
1000239,2039572,6439
1000226,1000059,576
1000133,2039574,3156
1000150,2039575,8303
1000150,1000032,2694
1000053,2039577,2633
1000209,2039578,5700
1000100,1000204,4253
1000130,1000005,4824
1000009,2039581,8548
1000015,1000224,5541
1000133,1000103,6133
1000068,2039584,9212
1000090,2039585,3783
1000121,1000109,3961
1000221,1000115,4116
1000244,2039588,9724
1000165,1000009,5068
1000227,1000147,1076
1000116,1000022,4623
1000071,1000004,2326
1000169,1000071,7756
1000174,2039594,5484
1000040,2039595,3867
1000215,2039596,1956
1000063,2039597,7809
1000030,1000135,131
1000123,2039599,4193
1000199,1000159,2967
1000067,1000217,3705
1000131,1000112,6043
1000182,2039603,7077
1000215,1000101,1117
1000104,1000184,8778
1000211,2039606,2894
1000016,1000216,8249
1000242,2039608,8546
1000122,2039609,7927
1000123,1000079,5727
1000214,1000250,8359
1000041,1000117,7736
1000005,2039613,2398
1000193,2039614,5566
1000038,1000201,6918
1000105,1000102,3063
1000112,1000167,9966
1000111,1000162,6299
1000046,2039619,6695
1000194,2039620,4128
1000070,2039621,7045
1000018,2039622,8085
1000095,1000097,5413
1000099,2039624,7413
1000213,1000192,8235
1000171,1000230,2663
1000080,2039627,3988
1000243,2039628,4185
1000219,2039629,8058
1000174,2039630,1885
1000147,2039631,9195
1000132,2039632,6934
1000049,1000194,3408
1000214,2039634,4785
1000067,2039635,7626
1000080,2039636,3534
1000046,2039637,2416
1000111,2039638,2620
1000192,1000188,4192
1000140,2039640,5427
1000152,1000001,5649
1000100,1000228,3105
1000024,1000076,8996
1000155,2039644,755
1000128,1000194,2317
1000045,1000029,9936
1000225,2039647,9439
1000086,2039648,3632
1000008,2039649,7632
1000028,1000223,8311
1000215,1000236,4049
1000144,1000065,643
1000034,1000209,368
1000052,1000016,5382
1000096,1000235,4154
1000019,1000092,935
1000164,1000155,432
1000049,2039658,4778
1000057,2039659,1781
1000049,1000131,9579
1000012,1000136,8599
1000207,1000041,9427
1000077,2039663,7707
1000095,2039664,3700
1000230,1000088,1415
1000110,2039666,5305
1000093,2039667,7564
1000050,2039668,8234
1000160,2039669,6994
1000171,2039670,3452
1000218,1000175,3096
1000163,2039672,7931
1000028,1000141,5990
1000129,2039674,8198
1000186,1000062,8714
1000161,1000019,2941
1000072,1000155,4499
1000185,1000117,2335
1000156,2039679,9202
1000020,1000229,2045
1000134,1000229,6292
1000125,2039682,6576
1000085,1000143,5377
1000163,1000063,9710
1000152,1000126,5143
1000010,2039686,9959
1000083,1000212,5853
1000217,1000014,2550
1000001,2039689,8715
1000131,1000104,1616
1000117,2039691,1690
1000008,1000010,3543
1000108,2039693,4942
1000047,1000092,1199
1000146,2039695,5607
1000132,1000018,8344
1000099,1000030,9969
1000245,1000185,4198
1000127,2039699,8025
1000186,1000068,3752
1000201,2039701,7134
1000039,1000148,754
1000058,1000036,1678
1000045,1000107,4812
1000165,1000026,1411
1000072,2039706,9049
1000237,2039707,2790
1000185,2039708,5193
1000128,1000132,4554
1000009,1000061,202
1000242,1000071,2636
1000118,2039712,9829
1000203,1000105,9008
1000114,2039714,1075
1000086,1000140,6884
1000219,1000136,4029
1000111,2039717,8182
1000011,1000210,4679
1000071,1000094,9059
1000211,1000097,5882
1000233,2039721,8413
1000118,2039722,8074
1000051,1000218,2945
1000020,1000114,1139
1000045,2039725,1606
1000236,2039726,5798
1000099,1000040,8843
1000085,2039728,7511
1000102,1000127,927
1000214,1000197,2405
1000016,2039731,1980
1000212,1000101,529
1000012,2039733,1971
1000040,1000219,608
1000068,1000118,4576
1000030,1000048,1374
1000214,1000092,3498
1000210,2039738,3952
1000048,1000171,5115
1000188,2039740,7644
1000020,1000240,2936
1000222,1000118,9840
1000243,1000007,9639
1000164,1000114,4513
1000205,2039745,2216
1000157,1000239,9900
1000132,1000064,4605
1000087,1000197,2244
1000180,1000065,5340
1000051,1000229,7178
1000083,1000002,6270
1000085,2039752,729
1000200,2039753,7837
1000079,1000243,3540
1000149,2039755,2772
1000096,1000146,531
1000146,2039757,4887
1000041,2039758,5389
1000214,2039759,3774
1000057,1000062,3798
1000133,2039761,2393
1000235,1000250,771
1000104,1000106,1115
1000120,2039764,1494
1000187,1000027,1103
1000194,1000056,8584
1000212,1000155,374
1000073,2039768,6791
1000197,2039769,9984
1000241,1000034,3702
1000102,2039771,1049
1000205,2039772,6594
1000018,2039773,3551
1000106,1000071,3623
1000116,2039775,3436
1000231,1000145,434
1000166,2039777,7803
1000042,2039778,4081
1000099,1000091,3191
1000006,2039780,6846
1000156,2039781,3655
1000064,2039782,1398
1000080,2039783,8804
1000129,1000097,8849
1000059,1000058,3093
1000088,2039786,7684
1000146,2039787,7700
1000204,1000129,589
1000214,1000005,8891
1000028,1000025,9736
1000022,2039791,2345
1000077,2039792,6759
1000212,2039793,3350
1000144,1000115,1472
1000041,2039795,2626
1000138,2039796,4332
1000041,1000193,4460
1000247,2039798,4949
1000077,2039799,4234
1000241,2039800,8390
1000143,2039801,419
1000154,1000174,372
1000189,1000044,9701
1000185,1000026,8841
1000247,1000055,9681
1000178,1000135,6839
1000133,2039807,1675
1000139,1000093,9629
1000133,2039809,4854
1000216,1000215,1918
1000013,1000043,9718
1000113,1000200,4544
1000136,1000154,4146
1000218,1000063,5162
1000219,2039815,7411
1000039,2039816,487
1000095,1000084,8996
1000045,2039818,9608
1000232,2039819,2465
1000081,1000171,9482
1000059,2039821,2331
1000109,1000005,4848
1000124,1000200,4793
1000131,2039824,471
1000159,2039825,8163
1000180,2039826,4066
1000053,2039827,2133
1000083,2039828,9323
1000011,1000204,2102
1000117,2039830,1293
1000011,1000015,7471
1000126,2039832,5441
1000213,1000013,942
1000225,2039834,2258
1000017,2039835,3433
1000193,1000031,6228
1000095,2039837,2223
1000008,1000232,4530
1000023,2039839,5060
1000033,1000129,5490
1000203,1000011,5576
1000177,1000183,6206
1000132,2039843,9252
1000217,2039844,3974
1000061,2039845,6623
1000085,2039846,609
1000210,1000211,3050
1000227,2039848,9942
1000159,1000096,9971
1000060,1000139,3472
1000062,1000051,6907
1000024,1000232,6631
1000090,2039853,2407
1000021,2039854,3516
1000047,1000214,6743
1000101,2039856,8778
1000122,2039857,5519
1000110,2039858,1118
1000087,1000247,8103
1000006,1000096,8851
1000107,2039861,1018
1000206,2039862,2221
1000001,2039863,1978
1000100,2039864,7357
1000169,2039865,6910
1000123,2039866,2641
1000023,2039867,1059
1000222,2039868,3282
1000198,1000070,6308
1000232,1000022,5829
1000158,2039871,5803
1000155,2039872,8417
1000148,2039873,1837
1000158,1000065,5164
1000104,1000122,4007
1000052,2039876,3367
1000157,1000206,4346
1000069,2039878,6980
1000120,2039879,2773
1000029,2039880,1786
1000012,2039881,2301
1000029,2039882,6981
1000120,2039883,5872
1000144,1000003,2856
1000009,2039885,8414
1000147,2039886,8181
1000063,2039887,6842
1000244,2039888,9693
1000046,2039889,9287
1000171,2039890,2825
1000035,2039891,1956
1000171,1000225,1753
1000122,1000212,9484
1000084,2039894,6115
1000171,2039895,625
1000111,1000097,2080
1000046,1000043,9822
1000036,1000037,9793
1000215,2039899,753
1000218,1000205,123
1000005,2039901,8116
1000243,1000144,2003
1000159,1000079,1359
1000111,2039904,8264
1000100,2039905,9981
1000225,1000037,8469
1000050,2039907,418
1000224,2039908,6909
1000004,1000102,6387
1000200,1000163,7099
1000201,1000172,3080
1000200,1000001,289
1000022,2039913,8618
1000195,2039914,8539
1000117,2039915,1020
1000052,2039916,3747
1000120,1000218,1891
1000022,2039918,7950
1000199,1000221,9154
1000216,2039920,7686
1000126,1000218,3590
1000082,1000086,5505
1000010,2039923,2653
1000241,1000074,8343
1000105,1000053,2141
1000182,2039926,7641
1000194,1000056,6568
1000022,1000237,9994
1000199,2039929,7756
1000250,2039930,9527
1000220,2039931,1931
1000057,1000051,8240
1000103,2039933,4297
1000144,1000079,9118
1000023,2039935,7069
1000103,1000006,4361
1000135,1000107,8306
1000091,1000237,9959
1000135,2039939,6762
1000157,2039940,8865
1000157,2039941,4147
1000016,1000213,8515
1000159,2039943,3147
1000001,1000172,4308
1000173,2039945,4775
1000065,1000073,8950
1000148,2039947,4615
1000057,2039948,7973
1000204,1000171,4411
1000036,1000067,4945
1000029,1000136,8751
1000136,1000079,9902
1000073,2039953,9414
1000012,1000154,4993
1000021,2039955,3367
1000230,1000217,6532
1000028,2039957,3538
1000011,2039958,8334
1000026,1000243,3881
1000140,1000200,3563
1000051,2039961,3923
1000196,2039962,8672
1000149,1000130,7524
1000028,1000063,4658
1000187,1000019,495
1000009,1000231,7295
1000144,2039967,2905
1000077,1000083,8699
1000235,1000178,8066
1000202,2039970,7454
1000040,1000182,1092
1000126,1000058,8187
1000062,1000060,8194
1000149,2039974,1833
1000181,2039975,6192
1000049,2039976,2476
1000032,2039977,9766
1000217,1000145,3908
1000045,1000066,8634
1000169,2039980,5773
1000069,1000232,7892
1000016,1000043,9467
1000235,1000066,7427
1000210,2039984,6027
1000157,1000088,1718
1000131,1000072,4010
1000194,1000148,6092
1000066,1000017,3132
1000023,1000005,8707
1000112,1000018,7894
1000138,2039991,3593
1000191,1000186,1395
1000074,2039993,7663
1000035,1000198,8641
1000129,1000214,8175
1000027,2039996,6183
1000219,2039997,2113
1000138,1000083,1648
1000084,2039999,2815
1000221,2040000,7705
1000047,2040001,404
1000039,1000073,5267
1000100,2040003,4208
1000184,1000202,6247
1000250,1000174,5817
1000108,1000115,7024
1000121,2040007,7053
1000110,1000027,5255
1000060,1000161,2007
1000024,1000233,5478
1000112,2040011,6040
1000196,1000076,4207
1000088,2040013,6966
1000023,2040014,6305
1000009,2040015,2214
1000130,2040016,6208
1000079,2040017,7192
1000074,2040018,7076
1000002,2040019,1230
1000232,2040020,8279
1000098,2040021,5830
1000118,2040022,8209
1000171,2040023,7675
1000107,2040024,8711
1000152,1000083,3664
1000186,2040026,2313
1000203,1000007,4243
1000157,2040028,2401
1000205,2040029,6604
1000061,1000092,7965
1000181,2040031,7736
1000100,1000150,6677
1000076,2040033,3534
1000023,1000031,1938
1000132,1000136,3819
1000037,1000157,3842
1000041,1000244,4945
1000231,1000044,1304
1000094,1000002,9193
1000028,2040040,3316
1000005,1000182,1537
1000115,1000096,6997
1000121,2040043,8234
1000139,1000060,2966
1000194,1000188,9299
1000021,2040046,2558
1000133,2040047,5939
1000137,2040048,5494
1000096,1000149,6289
1000043,2040050,9505
1000206,2040051,3442
1000162,1000014,2100
1000249,2040053,4336
1000194,1000183,3759
1000054,2040055,2831
1000159,2040056,5121
1000080,2040057,5168
1000141,1000182,6192
1000089,2040059,1330
1000161,1000249,6255
1000227,2040061,6231
1000056,1000174,3098
1000121,1000110,5468
1000048,1000019,3792
1000209,2040065,6793
1000075,2040066,7727
1000118,2040067,2165
1000076,1000235,537
1000201,2040069,677
1000053,1000033,7029
1000089,2040071,1511
1000160,1000110,6438
1000125,1000104,5022
1000167,1000052,5036
1000228,1000060,4890
1000166,1000249,4507
1000142,1000236,3061
1000065,2040078,3826
1000040,1000241,6739
1000218,2040080,7140
1000120,2040081,3379
1000060,2040082,9571
1000090,2040083,1082
1000116,1000164,3303
1000190,2040085,9436
1000198,1000229,4799
1000089,2040087,5718
1000226,2040088,3925
1000249,1000045,5778
1000208,1000159,3667
1000052,1000156,719
1000161,1000149,9347
1000037,1000224,9513
1000040,2040094,4187
1000115,2040095,6943
1000228,1000197,3252
1000097,2040097,271
1000098,2040098,5879
1000043,2040099,3381
1000120,2040100,6769
1000028,2040101,9649
1000122,2040102,9096
1000163,2040103,1533
1000180,2040104,447
1000092,1000008,9550
1000238,1000159,4173
1000183,1000066,1577
1000164,2040108,487
1000213,1000092,4075
1000072,2040110,5297
1000154,2040111,3972
1000024,1000199,6321
1000124,1000090,6129
1000012,2040114,1766
1000104,2040115,1254
1000094,2040116,3135
1000051,1000100,2866
1000240,1000192,4067
1000046,1000001,9213
1000191,1000183,4089
1000016,2040121,6625
1000173,1000157,3303
1000245,1000077,6632
1000130,2040124,5015
1000160,1000114,5725
1000124,1000201,9188
1000185,2040127,1784
1000124,2040128,6071
1000137,2040129,6555
1000012,1000211,4117
1000212,2040131,148
1000028,2040132,4155
1000095,2040133,1335
1000086,2040134,3449
1000119,1000070,7362
1000211,1000154,5625
1000014,1000246,8988
1000158,1000228,3681
1000096,2040139,5710
1000079,2040140,2186
1000157,2040141,180
1000187,2040142,1791
1000103,2040143,5850
1000040,2040144,8862
1000143,1000111,4755
1000013,2040146,2841
1000183,1000044,1009
1000025,1000080,874
1000239,2040149,1495
1000148,1000086,9564
1000108,2040151,896
1000104,1000167,2690
1000103,2040153,5596
1000190,2040154,6803
1000149,2040155,7840
1000167,1000087,4315
1000126,1000100,1679
1000136,2040158,863
1000117,1000170,2662
1000148,1000040,6217
1000016,2040161,8672
1000072,1000138,3112
1000212,2040163,274
1000070,2040164,8216
1000082,1000188,4665
1000187,2040166,9880
1000165,1000193,680
1000192,2040168,120
1000107,1000063,1195
1000140,2040170,2774
1000232,2040171,9648
1000240,2040172,1527
1000209,1000095,3854
1000222,2040174,5964
1000108,2040175,2950
1000030,1000203,2700
1000088,1000154,4820
1000185,2040178,3749
1000004,2040179,9547
1000055,1000102,9863
1000028,2040181,9873
1000047,2040182,4902
1000192,1000182,4754
1000107,2040184,8969
1000133,1000222,703
1000087,1000249,2262
1000100,1000139,6969
1000198,2040188,7785
1000079,1000066,2636
1000193,1000104,6992
1000013,1000022,6150
1000233,1000107,7471
1000067,1000157,3496
1000046,1000039,3051
1000046,1000112,2057
1000135,1000150,318
1000111,2040197,1569
1000146,2040198,4691
1000128,2040199,7128
1000035,1000142,6252
1000150,1000114,9287
1000230,2040202,7289
1000156,1000192,8712
1000075,2040204,9234
1000032,1000082,6926
1000230,1000186,6547
1000077,2040207,9440
1000010,1000140,2100
1000067,1000249,9838
1000107,1000222,6976
1000155,2040211,1259
1000189,1000067,7726
1000180,2040213,7476
1000114,2040214,9032
1000170,1000204,6703
1000249,1000215,9575
1000203,1000203,1176
1000189,1000149,6893
1000155,1000040,8139
1000018,1000208,8756
1000158,1000219,8691
1000170,2040222,9771
1000140,2040223,9730
1000025,1000222,6818
1000150,2040225,3935
1000008,1000018,6499
1000094,2040227,9325
1000201,2040228,5958
1000221,2040229,2989
1000013,2040230,7999
1000057,2040231,4497
1000020,2040232,4365
1000060,2040233,6031
1000231,2040234,8155
1000109,2040235,5499
1000093,2040236,7222
1000093,2040237,8977
1000232,2040238,1851
1000054,1000113,7557
1000078,1000101,7059
1000094,1000246,4476
1000140,1000144,8475
1000063,2040243,4680
1000114,2040244,4198
1000161,2040245,3760
1000001,2040246,9081
1000083,2040247,1306
1000241,2040248,9186
1000015,2040249,3235
1000111,1000187,6503
1000184,1000070,6455
1000079,1000238,7180
1000009,1000168,6900
1000107,2040254,5832
1000089,1000166,2401
1000031,2040256,1320
1000173,2040257,1225
1000245,2040258,9479
1000118,2040259,9064
1000236,2040260,5012
1000181,1000207,8383
1000030,2040262,1241
1000154,2040263,2727
1000156,2040264,7269
1000139,2040265,8185
1000222,2040266,5880
1000009,2040267,6565
1000095,2040268,1605
1000186,2040269,5363
1000201,2040270,9244
1000220,2040271,6879
1000215,2040272,7919
1000091,1000102,5649
1000055,1000228,4081
1000059,1000172,1323
1000111,1000181,525
1000220,1000090,3424
1000103,1000197,2556
1000117,1000220,3106
1000129,1000184,9363
1000147,1000171,1544
1000170,1000127,864
1000017,1000233,1936
1000179,2040284,1772
1000247,1000151,5192
1000179,2040286,602
1000200,2040287,9825
1000050,2040288,6871
1000164,1000191,8334
1000017,2040290,2134
1000203,2040291,5555
1000039,1000226,853
1000073,2040293,9464
1000025,1000033,8296
1000170,1000121,6958
1000233,1000088,6921
1000023,2040297,1642
1000246,2040298,6463
1000141,2040299,1978
1000059,1000217,1635
1000092,2040301,5528
1000191,2040302,6817
1000048,1000250,2200
1000074,2040304,1519
1000211,1000016,1519
1000078,2040306,5250
1000186,2040307,6045
1000211,1000120,4495
1000166,2040309,9858
1000062,2040310,4404
1000068,1000042,8011
1000098,1000073,6411
1000037,1000068,5055
1000037,2040314,1786
1000215,2040315,7200
1000207,2040316,7383
1000209,2040317,3129
1000139,1000130,7638
1000081,2040319,6994
1000239,1000110,2417
1000247,1000106,3672
1000060,2040322,8130
1000090,1000239,7162
1000205,1000166,6598
1000116,2040325,6080
1000177,1000095,5344
1000090,2040327,3151
1000148,1000094,3766
1000134,2040329,167
1000228,2040330,7176
1000064,2040331,6405
1000174,1000110,5340
1000025,2040333,9576
1000091,1000081,6048
1000019,2040335,2174
1000043,1000074,377
1000199,1000144,3128
1000066,1000080,1227
1000043,2040339,2100
1000038,2040340,7982
1000156,2040341,1763
1000134,1000165,5316
1000102,1000125,2639
1000055,1000207,2521
1000002,2040345,8627
1000175,2040346,1551
1000195,1000196,8478
1000209,2040348,6219
1000111,1000002,1622
1000230,1000165,6074
1000220,2040351,6479
1000083,2040352,2016
1000013,2040353,4237
1000017,1000228,3172
1000136,2040355,9448
1000034,1000143,2510
1000175,2040357,8112
1000207,1000067,2185
1000046,1000111,4341
1000109,1000037,3067
1000206,2040361,1280
1000009,1000155,9545
1000179,1000198,4302
1000186,2040364,9472
1000185,1000049,7864
1000096,2040366,4384
1000022,1000071,2693
1000176,2040368,7593
1000076,1000198,7084
1000140,2040370,5802
1000098,1000163,5650
1000190,1000033,7781
1000177,2040373,8285
1000040,2040374,7930
1000012,1000122,2470
1000101,2040376,9251
1000028,1000054,7284
1000060,2040378,7903
1000172,2040379,4302
1000139,1000047,9303
1000208,1000032,6274
1000147,1000249,990
1000138,1000245,8740
1000159,1000031,4020
1000070,1000171,7482
1000095,2040386,845
1000199,2040387,9146
1000088,1000026,1260
1000126,2040389,6719
1000138,2040390,4163
1000110,1000019,8252
1000240,1000208,7888
1000064,2040393,7296
1000083,1000007,2288
1000038,1000014,6284
1000231,1000030,7701
1000038,1000082,7657
1000224,2040398,6676
1000148,1000111,5199
1000201,1000127,4025
1000119,1000114,6851
1000042,2040402,7258
1000086,1000096,1095
1000209,1000122,9334
1000068,2040405,855
1000199,2040406,7307
1000105,1000217,674
1000013,1000098,2675
1000132,1000008,9848
1000105,1000093,4810
1000237,2040411,5043
1000128,2040412,496
1000078,1000124,3029
1000192,2040414,7014
1000106,2040415,9968
1000026,1000203,2866
1000130,1000165,7254
1000051,2040418,2958
1000144,2040419,2938
1000242,2040420,7522
1000184,1000166,7512
1000147,1000040,6115
1000038,2040423,1038
1000107,1000021,572
1000041,2040425,2362
1000027,1000206,7694
1000191,2040427,485
1000123,2040428,7656
1000154,1000138,6664
1000167,1000172,2656
1000202,1000187,5297
1000240,1000022,9611
1000234,1000004,6027
1000079,1000219,4520
1000091,1000232,4260
1000095,1000143,794
1000149,1000211,4464
1000121,1000095,3830
1000208,1000052,4610
1000207,1000001,6263
1000085,1000234,6713
1000085,1000029,9471
1000109,2040443,514
1000082,1000206,7208
1000052,1000043,1580
1000139,2040446,9845
1000032,2040447,2787
1000042,1000021,7837
